,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Label
46875,172.16.0.1-192.168.10.50-39252-80-6,172.16.0.1,39252.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
46878,172.16.0.1-192.168.10.50-39272-80-6,172.16.0.1,39272.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
46886,172.16.0.1-192.168.10.50-39310-80-6,172.16.0.1,39310.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
46888,172.16.0.1-192.168.10.50-39330-80-6,172.16.0.1,39330.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
46890,172.16.0.1-192.168.10.50-39350-80-6,172.16.0.1,39350.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
46896,172.16.0.1-192.168.10.50-39388-80-6,172.16.0.1,39388.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
46900,172.16.0.1-192.168.10.50-39408-80-6,172.16.0.1,39408.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
46932,172.16.0.1-192.168.10.50-39446-80-6,172.16.0.1,39446.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
46948,172.16.0.1-192.168.10.50-39466-80-6,172.16.0.1,39466.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
46984,172.16.0.1-192.168.10.50-39486-80-6,172.16.0.1,39486.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
47070,172.16.0.1-192.168.10.50-39524-80-6,172.16.0.1,39524.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
47087,172.16.0.1-192.168.10.50-39544-80-6,172.16.0.1,39544.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
47326,172.16.0.1-192.168.10.50-39582-80-6,172.16.0.1,39582.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
47362,172.16.0.1-192.168.10.50-39056-80-6,172.16.0.1,39056.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
47375,172.16.0.1-192.168.10.50-39602-80-6,172.16.0.1,39602.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
47436,172.16.0.1-192.168.10.50-39622-80-6,172.16.0.1,39622.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
47836,172.16.0.1-192.168.10.50-39660-80-6,172.16.0.1,39660.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
47962,172.16.0.1-192.168.10.50-39680-80-6,172.16.0.1,39680.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
48024,172.16.0.1-192.168.10.50-39524-80-6,172.16.0.1,39524.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
48071,172.16.0.1-192.168.10.50-39700-80-6,172.16.0.1,39700.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
48273,172.16.0.1-192.168.10.50-39738-80-6,172.16.0.1,39738.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
48283,172.16.0.1-192.168.10.50-39758-80-6,172.16.0.1,39758.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
48296,172.16.0.1-192.168.10.50-39778-80-6,172.16.0.1,39778.0,192.168.10.50,80.0,6.0,6/7/2017 9:46,Web Attack – Brute Force
48326,172.16.0.1-192.168.10.50-39816-80-6,172.16.0.1,39816.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48338,172.16.0.1-192.168.10.50-39836-80-6,172.16.0.1,39836.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48343,172.16.0.1-192.168.10.50-39856-80-6,172.16.0.1,39856.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48363,172.16.0.1-192.168.10.50-39894-80-6,172.16.0.1,39894.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48366,172.16.0.1-192.168.10.50-39914-80-6,172.16.0.1,39914.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48380,172.16.0.1-192.168.10.50-39952-80-6,172.16.0.1,39952.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48389,172.16.0.1-192.168.10.50-39972-80-6,172.16.0.1,39972.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48392,172.16.0.1-192.168.10.50-39992-80-6,172.16.0.1,39992.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48413,172.16.0.1-192.168.10.50-40030-80-6,172.16.0.1,40030.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48432,172.16.0.1-192.168.10.50-40050-80-6,172.16.0.1,40050.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48443,172.16.0.1-192.168.10.50-40070-80-6,172.16.0.1,40070.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48462,172.16.0.1-192.168.10.50-39544-80-6,172.16.0.1,39544.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48543,172.16.0.1-192.168.10.50-40108-80-6,172.16.0.1,40108.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48545,172.16.0.1-192.168.10.50-40128-80-6,172.16.0.1,40128.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48548,172.16.0.1-192.168.10.50-40148-80-6,172.16.0.1,40148.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48554,172.16.0.1-192.168.10.50-40030-80-6,172.16.0.1,40030.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48556,172.16.0.1-192.168.10.50-40186-80-6,172.16.0.1,40186.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48559,172.16.0.1-192.168.10.50-40206-80-6,172.16.0.1,40206.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48565,172.16.0.1-192.168.10.50-40244-80-6,172.16.0.1,40244.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48580,172.16.0.1-192.168.10.50-40264-80-6,172.16.0.1,40264.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48689,172.16.0.1-192.168.10.50-40284-80-6,172.16.0.1,40284.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
48831,172.16.0.1-192.168.10.50-40322-80-6,172.16.0.1,40322.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49070,172.16.0.1-192.168.10.50-40342-80-6,172.16.0.1,40342.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49140,172.16.0.1-192.168.10.50-40362-80-6,172.16.0.1,40362.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49168,172.16.0.1-192.168.10.50-40400-80-6,172.16.0.1,40400.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49185,172.16.0.1-192.168.10.50-40420-80-6,172.16.0.1,40420.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49202,172.16.0.1-192.168.10.50-40440-80-6,172.16.0.1,40440.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49222,172.16.0.1-192.168.10.50-40478-80-6,172.16.0.1,40478.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49227,172.16.0.1-192.168.10.50-40498-80-6,172.16.0.1,40498.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49236,172.16.0.1-192.168.10.50-40518-80-6,172.16.0.1,40518.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49246,172.16.0.1-192.168.10.50-40556-80-6,172.16.0.1,40556.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49252,172.16.0.1-192.168.10.50-40576-80-6,172.16.0.1,40576.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49254,172.16.0.1-192.168.10.50-40050-80-6,172.16.0.1,40050.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49281,172.16.0.1-192.168.10.50-40614-80-6,172.16.0.1,40614.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49291,172.16.0.1-192.168.10.50-40634-80-6,172.16.0.1,40634.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49299,172.16.0.1-192.168.10.50-40654-80-6,172.16.0.1,40654.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49302,172.16.0.1-192.168.10.50-40518-80-6,172.16.0.1,40518.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49307,172.16.0.1-192.168.10.50-40674-80-6,172.16.0.1,40674.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49313,172.16.0.1-192.168.10.50-40694-80-6,172.16.0.1,40694.0,192.168.10.50,80.0,6.0,6/7/2017 9:47,Web Attack – Brute Force
49316,172.16.0.1-192.168.10.50-40714-80-6,172.16.0.1,40714.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49326,172.16.0.1-192.168.10.50-40752-80-6,172.16.0.1,40752.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49329,172.16.0.1-192.168.10.50-40772-80-6,172.16.0.1,40772.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49333,172.16.0.1-192.168.10.50-40792-80-6,172.16.0.1,40792.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49342,172.16.0.1-192.168.10.50-40830-80-6,172.16.0.1,40830.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49346,172.16.0.1-192.168.10.50-40850-80-6,172.16.0.1,40850.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49349,172.16.0.1-192.168.10.50-40870-80-6,172.16.0.1,40870.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49355,172.16.0.1-192.168.10.50-40908-80-6,172.16.0.1,40908.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49363,172.16.0.1-192.168.10.50-40928-80-6,172.16.0.1,40928.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49370,172.16.0.1-192.168.10.50-40948-80-6,172.16.0.1,40948.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49380,172.16.0.1-192.168.10.50-40986-80-6,172.16.0.1,40986.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49385,172.16.0.1-192.168.10.50-41006-80-6,172.16.0.1,41006.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49398,172.16.0.1-192.168.10.50-41026-80-6,172.16.0.1,41026.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49412,172.16.0.1-192.168.10.50-41064-80-6,172.16.0.1,41064.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49426,172.16.0.1-192.168.10.50-41084-80-6,172.16.0.1,41084.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49434,172.16.0.1-192.168.10.50-40556-80-6,172.16.0.1,40556.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49439,172.16.0.1-192.168.10.50-41122-80-6,172.16.0.1,41122.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49440,172.16.0.1-192.168.10.50-41142-80-6,172.16.0.1,41142.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49444,172.16.0.1-192.168.10.50-41162-80-6,172.16.0.1,41162.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49445,172.16.0.1-192.168.10.50-41026-80-6,172.16.0.1,41026.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49447,172.16.0.1-192.168.10.50-41182-80-6,172.16.0.1,41182.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49448,172.16.0.1-192.168.10.50-41202-80-6,172.16.0.1,41202.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49451,172.16.0.1-192.168.10.50-41222-80-6,172.16.0.1,41222.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49493,172.16.0.1-192.168.10.50-41260-80-6,172.16.0.1,41260.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49512,172.16.0.1-192.168.10.50-41280-80-6,172.16.0.1,41280.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49519,172.16.0.1-192.168.10.50-41300-80-6,172.16.0.1,41300.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49543,172.16.0.1-192.168.10.50-41340-80-6,172.16.0.1,41340.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49553,172.16.0.1-192.168.10.50-41362-80-6,172.16.0.1,41362.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49558,172.16.0.1-192.168.10.50-41382-80-6,172.16.0.1,41382.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49609,172.16.0.1-192.168.10.50-41420-80-6,172.16.0.1,41420.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49615,172.16.0.1-192.168.10.50-41440-80-6,172.16.0.1,41440.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49631,172.16.0.1-192.168.10.50-41460-80-6,172.16.0.1,41460.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49691,172.16.0.1-192.168.10.50-41498-80-6,172.16.0.1,41498.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49699,172.16.0.1-192.168.10.50-41518-80-6,172.16.0.1,41518.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49704,172.16.0.1-192.168.10.50-41538-80-6,172.16.0.1,41538.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49713,172.16.0.1-192.168.10.50-41576-80-6,172.16.0.1,41576.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49714,172.16.0.1-192.168.10.50-41064-80-6,172.16.0.1,41064.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49716,172.16.0.1-192.168.10.50-41596-80-6,172.16.0.1,41596.0,192.168.10.50,80.0,6.0,6/7/2017 9:48,Web Attack – Brute Force
49718,172.16.0.1-192.168.10.50-41634-80-6,172.16.0.1,41634.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
49720,172.16.0.1-192.168.10.50-41654-80-6,172.16.0.1,41654.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
49722,172.16.0.1-192.168.10.50-41674-80-6,172.16.0.1,41674.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
49723,172.16.0.1-192.168.10.50-41518-80-6,172.16.0.1,41518.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
49730,172.16.0.1-192.168.10.50-41712-80-6,172.16.0.1,41712.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
49765,172.16.0.1-192.168.10.50-41732-80-6,172.16.0.1,41732.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
49833,172.16.0.1-192.168.10.50-41752-80-6,172.16.0.1,41752.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
49870,172.16.0.1-192.168.10.50-41790-80-6,172.16.0.1,41790.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
49890,172.16.0.1-192.168.10.50-41810-80-6,172.16.0.1,41810.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
49936,172.16.0.1-192.168.10.50-41830-80-6,172.16.0.1,41830.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
49982,172.16.0.1-192.168.10.50-41850-80-6,172.16.0.1,41850.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
49994,172.16.0.1-192.168.10.50-41870-80-6,172.16.0.1,41870.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50000,172.16.0.1-192.168.10.50-41890-80-6,172.16.0.1,41890.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50016,172.16.0.1-192.168.10.50-41928-80-6,172.16.0.1,41928.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50030,172.16.0.1-192.168.10.50-41948-80-6,172.16.0.1,41948.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50036,172.16.0.1-192.168.10.50-41968-80-6,172.16.0.1,41968.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50047,172.16.0.1-192.168.10.50-42006-80-6,172.16.0.1,42006.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50053,172.16.0.1-192.168.10.50-42026-80-6,172.16.0.1,42026.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50060,172.16.0.1-192.168.10.50-42046-80-6,172.16.0.1,42046.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50117,172.16.0.1-192.168.10.50-42084-80-6,172.16.0.1,42084.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50158,172.16.0.1-192.168.10.50-41538-80-6,172.16.0.1,41538.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50183,172.16.0.1-192.168.10.50-42104-80-6,172.16.0.1,42104.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50211,172.16.0.1-192.168.10.50-42124-80-6,172.16.0.1,42124.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50233,172.16.0.1-192.168.10.50-42162-80-6,172.16.0.1,42162.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50237,172.16.0.1-192.168.10.50-42026-80-6,172.16.0.1,42026.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50238,172.16.0.1-192.168.10.50-42182-80-6,172.16.0.1,42182.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50247,172.16.0.1-192.168.10.50-42222-80-6,172.16.0.1,42222.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50266,172.16.0.1-192.168.10.50-42242-80-6,172.16.0.1,42242.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50273,172.16.0.1-192.168.10.50-42262-80-6,172.16.0.1,42262.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50292,172.16.0.1-192.168.10.50-42300-80-6,172.16.0.1,42300.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50315,172.16.0.1-192.168.10.50-42320-80-6,172.16.0.1,42320.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50324,172.16.0.1-192.168.10.50-42340-80-6,172.16.0.1,42340.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50349,172.16.0.1-192.168.10.50-42378-80-6,172.16.0.1,42378.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50357,172.16.0.1-192.168.10.50-42398-80-6,172.16.0.1,42398.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50380,172.16.0.1-192.168.10.50-42436-80-6,172.16.0.1,42436.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50385,172.16.0.1-192.168.10.50-42456-80-6,172.16.0.1,42456.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50388,172.16.0.1-192.168.10.50-42482-80-6,172.16.0.1,42482.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50400,172.16.0.1-192.168.10.50-42530-80-6,172.16.0.1,42530.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50402,172.16.0.1-192.168.10.50-42552-80-6,172.16.0.1,42552.0,192.168.10.50,80.0,6.0,6/7/2017 9:49,Web Attack – Brute Force
50405,172.16.0.1-192.168.10.50-42596-80-6,172.16.0.1,42596.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
50406,172.16.0.1-192.168.10.50-42046-80-6,172.16.0.1,42046.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
50407,172.16.0.1-192.168.10.50-42616-80-6,172.16.0.1,42616.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
50410,172.16.0.1-192.168.10.50-42636-80-6,172.16.0.1,42636.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
50413,172.16.0.1-192.168.10.50-42674-80-6,172.16.0.1,42674.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
50415,172.16.0.1-192.168.10.50-42694-80-6,172.16.0.1,42694.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
50417,172.16.0.1-192.168.10.50-42552-80-6,172.16.0.1,42552.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
50421,172.16.0.1-192.168.10.50-42714-80-6,172.16.0.1,42714.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
50747,172.16.0.1-192.168.10.50-42752-80-6,172.16.0.1,42752.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
50867,172.16.0.1-192.168.10.50-42772-80-6,172.16.0.1,42772.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51217,172.16.0.1-192.168.10.50-42810-80-6,172.16.0.1,42810.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51265,172.16.0.1-192.168.10.50-42830-80-6,172.16.0.1,42830.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51430,172.16.0.1-192.168.10.50-42850-80-6,172.16.0.1,42850.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51496,172.16.0.1-192.168.10.50-42888-80-6,172.16.0.1,42888.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51506,172.16.0.1-192.168.10.50-42908-80-6,172.16.0.1,42908.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51519,172.16.0.1-192.168.10.50-42928-80-6,172.16.0.1,42928.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51535,172.16.0.1-192.168.10.50-42966-80-6,172.16.0.1,42966.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51543,172.16.0.1-192.168.10.50-42986-80-6,172.16.0.1,42986.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51549,172.16.0.1-192.168.10.50-43006-80-6,172.16.0.1,43006.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51552,172.16.0.1-192.168.10.50-43044-80-6,172.16.0.1,43044.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51561,172.16.0.1-192.168.10.50-43064-80-6,172.16.0.1,43064.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51566,172.16.0.1-192.168.10.50-43084-80-6,172.16.0.1,43084.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51569,172.16.0.1-192.168.10.50-42596-80-6,172.16.0.1,42596.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51579,172.16.0.1-192.168.10.50-43122-80-6,172.16.0.1,43122.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51586,172.16.0.1-192.168.10.50-43142-80-6,172.16.0.1,43142.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51621,172.16.0.1-192.168.10.50-43180-80-6,172.16.0.1,43180.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51646,172.16.0.1-192.168.10.50-43044-80-6,172.16.0.1,43044.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51659,172.16.0.1-192.168.10.50-43200-80-6,172.16.0.1,43200.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51708,172.16.0.1-192.168.10.50-43220-80-6,172.16.0.1,43220.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51744,172.16.0.1-192.168.10.50-43258-80-6,172.16.0.1,43258.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51747,172.16.0.1-192.168.10.50-43278-80-6,172.16.0.1,43278.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51752,172.16.0.1-192.168.10.50-43298-80-6,172.16.0.1,43298.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51761,172.16.0.1-192.168.10.50-43336-80-6,172.16.0.1,43336.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51765,172.16.0.1-192.168.10.50-43356-80-6,172.16.0.1,43356.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51787,172.16.0.1-192.168.10.50-43376-80-6,172.16.0.1,43376.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51940,172.16.0.1-192.168.10.50-43414-80-6,172.16.0.1,43414.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51944,172.16.0.1-192.168.10.50-43434-80-6,172.16.0.1,43434.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51961,172.16.0.1-192.168.10.50-43472-80-6,172.16.0.1,43472.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
51969,172.16.0.1-192.168.10.50-43492-80-6,172.16.0.1,43492.0,192.168.10.50,80.0,6.0,6/7/2017 9:50,Web Attack – Brute Force
